1455,1924
1456,2044
1458,1818
1459,1960
1459,2009
1459,746
1459,1132
1459,973
1460,1818
1460,814
1461,1975
1461,1818
1464,820
1464,1159
1465,1835
1466,1236
1466,1304
1466,1818
1466,908
1467,1029
1467,951
1467,1901
1468,1818
1468,1933
1468,1950
1469,2064
1471,1021
1473,1997
1474,835
1474,1883
1476,1823
1477,1172
1477,1833
1478,1818
1479,1817
1481,1315
1484,1890
1484,1833
1485,1017
1489,1149
1490,981
1490,1177
1491,2084
1491,2057
1491,2095
1493,1830
1494,1863
1494,1224
1495,1824
1499,945
1500,1818
1502,810
1503,1871
1503,2095
1505,1201
1505,1238
1505,1817
1505,1854
1505,1902
1508,867
1508,952
1509,1986
1509,751
1510,1089
1512,1122
1513,1828
1514,749
1515,1830
1516,1866
1517,1858
1517,1827
1517,920
1518,1012
1518,1818
1519,2017
1521,2033
1522,2102
1522,2071
1523,2102
1525,1218
1525,914
1525,1187
1525,1866
1525,1151
1528,883
1529,916
1529,1818
1532,1826
1533,986
1535,2082
1535,1962
1535,956
1536,1818
1538,1883
1540,1818
1541,851
1542,2000
1542,967
1542,1853
1545,1818
1546,1916
1548,1900
1550,897
1550,1928
1550,1818
1550,1855
1552,1888
1552,1013
1552,1830
1552,1943
1556,1995
1559,1830
1560,759
1560,1053
1562,1818
1563,993
1563,1818
1564,2017
1564,962
1564,907
1565,810
1566,2053
1567,1985
1567,2017
1567,1830
1568,1818
1568,1898
1569,2064
1570,1870
1571,1830
1576,1230
1577,786
1577,745
1577,1898
1577,827
1578,1830
1579,1121
1579,1300
1579,1931
1580,1292
1581,2019
1582,1976
1583,2017
1583,1860
1584,874
1587,1008
1587,1351
1588,1830
1589,1818
1591,1931
1591,1995
1592,1818
1593,839
1594,1828
1595,1959
1595,2026
1596,1033
1597,1835
1599,769
1599,915
1599,1877
1599,1019
1599,1851
1599,1277
1600,1342
1601,1818
1602,1818
1604,1969
1604,1044
1604,1981
1605,2051
1605,775
1605,1850
1605,955
1605,2043
1606,1252
1607,1866
1609,935
1609,1818
1610,1830
1611,2024
1611,1818
1612,1817
1613,1099
1614,996
1615,2023
1615,1949
1620,2080
1621,765
1622,1853
1624,2099
1624,1140
1626,1940
1627,882
1628,1077
1628,958
1629,1152
1629,2007
1629,1838
1630,1818
1635,2101
1635,2102
1637,1875
1638,1818
1640,817
1640,1830
1640,1255
1642,2071
1643,1845
1645,2017
1645,1048
1645,909
1648,1883
1649,1881
1649,2031
1653,802
1653,1907
1654,1818
1654,1966
1655,1018
1658,1857
1658,1326
1659,2042
1662,1005
1666,2071
1670,2017
1670,1076
1670,1818
1673,1023
1674,1818
1676,2006
1678,1874
1678,2026
1681,866
1681,996
1682,1818
1686,1063
1687,1818
1688,1197
1689,2017
1689,1818
1690,1817
1691,1245
1698,1818
1700,1017
1701,1060
1702,1853
1707,2024
1707,1818
1708,1205
1712,1818
1715,1207
1716,875
1717,957
1718,957
1722,816
1733,854
1737,960
1739,1818
1740,1817
1741,1045
1745,1823
1746,960
1747,1006
1754,1124
1760,849
1761,1936
1763,1060
1763,1830
1764,1062
1766,836
1772,1115
1773,791
1773,1817
1775,1846
1778,855
1780,1049
1786,1174
1786,2038
1788,811
1789,959
1790,941
1790,1231
1796,1131
1802,1361
1804,929
1805,892
1809,1041
1810,1042
1813,748
1817,1281
1817,1505
1817,1222
1817,999
1817,1479
1817,1256
1817,971
1817,1740
1817,1612
1817,1421
1817,1773
1817,1232
1817,785
1817,1238
1817,791
1817,1690
1818,1536
1818,900
1818,1540
1818,1413
1818,1670
1818,1415
1818,1545
1818,1674
1818,779
1818,1550
1818,1424
1818,912
1818,913
1818,1425
1818,1682
1818,916
1818,1687
1818,1689
1818,1434
1818,1562
1818,1563
1818,1437
1818,1568
1818,800
1818,1698
1818,1707
1818,1195
1818,814
1818,815
1818,1712
1818,1458
1818,2098
1818,1076
1818,1460
1818,1461
1818,1589
1818,1592
1818,954
1818,1466
1818,1340
1818,1468
1818,1601
1818,1602
1818,837
1818,1478
1818,1609
1818,1739
1818,1611
1818,1359
1818,1500
1818,1630
1818,863
1818,992
1818,993
1818,1249
1818,2017
1818,1124
1818,998
1818,1638
1818,1000
1818,2024
1818,874
1818,1260
1818,1518
1818,1654
1818,1400
1818,1529
1819,2102
1820,1434
1820,1261
1823,1745
1823,931
1823,1476
1823,2022
1823,2071
1823,2087
1823,989
1824,1495
1825,2049
1825,2082
1825,1027
1825,1433
1826,1092
1826,1532
1827,1395
1827,2102
1827,1517
1827,1438
1828,1513
1828,1594
1829,2047
1830,2017
1830,1763
1830,1571
1830,1444
1830,1640
1830,1610
1830,1578
1830,1515
1830,1068
1830,2030
1830,784
1830,1552
1830,1428
1830,1588
1830,1493
1830,1078
1830,1559
1830,1145
1830,1210
1830,1435
1830,1180
1830,1567
1832,1185
1832,954
1832,924
1833,773
1833,1477
1833,2021
1833,1447
1833,2023
1833,780
1833,940
1833,1484
1833,972
1833,977
1833,950
1833,1431
1833,1209
1833,794
1833,858
1833,829
1834,2102
1834,1143
1834,974
1835,1141
1835,1208
1835,1465
1835,1082
1835,1100
1835,1597
1835,1167
1837,2034
1837,885
1837,966
1838,1011
1838,774
1838,2102
1838,2073
1838,1629
1840,2080
1840,2036
1841,1085
1843,2029
1844,2102
1845,1643
1846,1775
1848,2064
1848,1150
1849,2017
1849,1030
1849,1032
1850,2019
1850,1605
1850,2043
1851,769
1851,1599
1852,880
1852,1297
1852,834
1852,755
1853,1622
1853,1702
1853,1542
1854,1505
1855,1550
1857,2019
1857,884
1857,1066
1857,1658
1857,1326
1857,1007
1858,920
1858,1517
1859,978
1859,949
1859,2102
1859,2071
1860,2017
1860,1414
1860,2102
1860,1583
1863,2017
1863,1494
1863,2102
1863,2071
1863,1224
1863,987
1863,1452
1863,2044
1865,2080
1865,2033
1865,2066
1865,2102
1866,1104
1866,1525
1866,1607
1866,1516
1866,1199
1867,2102
1867,2071
1869,2060
1870,2097
1870,1570
1870,2099
1870,2045
1871,2057
1871,1246
1871,1503
1871,2095
1874,2026
1874,1678
1875,1637
1877,1410
1877,1191
1877,1448
1877,1144
1877,1083
1877,1277
1877,1103
1877,1599
1878,2102
1878,2073
1879,2070
1879,2071
1879,2027
1879,1244
1881,1649
1881,2017
1881,1411
1881,2031
1883,1648
1883,1538
1883,1474
1883,1052
1884,889
1888,1552
1888,1013
1889,2027
1890,1484
1894,1143
1896,1056
1898,1568
1898,745
1898,1577
1900,1548
1901,1467
1902,1505
1906,982
1906,1415
1907,1653
1908,2081
1908,2071
1912,1405
1913,801
1913,2066
1913,2071
1913,2087
1914,2017
1915,777
1915,1453
1916,2071
1916,1546
1920,1429
1921,2024
1922,1436
1923,1410
1924,1455
1926,2022
1926,2071
1927,752
1928,1550
1931,1591
1931,1579
1933,1468
1935,1232
1936,1761
1936,764
1937,1043
1940,1626
1941,1425
1943,1552
1944,1448
1944,795
1947,1440
1948,2027
1949,1615
1950,1468
1953,1435
1957,933
1958,2019
1959,2026
1959,1595
1960,1459
1961,1062
1962,2082
1962,1535
1966,1654
1968,1449
1969,1044
1969,1604
1973,1410
1974,1439
1975,1461
1976,1582
1977,1248
1979,860
1980,1415
1980,2030
1981,1604
1982,1175
1982,985
1985,1567
1986,1509
1986,751
1994,1405
1995,1556
1995,1591
1997,1473
2000,1542
2001,1217
2003,1188
2004,1280
2006,1676
2007,1152
2007,1629
2009,1459
2010,870
2013,1425
2015,1405
2016,1080
2017,1411
2017,1860
2017,1414
2017,1670
2017,902
2017,1863
2017,1032
2017,907
2017,2072
2017,1689
2017,1881
2017,1818
2017,2074
2017,1051
2017,1564
2017,2076
2017,1437
2017,1567
2017,2080
2017,869
2017,1830
2017,2087
2017,2090
2017,1259
2017,1452
2017,1645
2017,1583
2017,1519
2017,2102
2017,1849
2017,1914
2019,1857
2019,1958
2019,1850
2019,749
2019,1581
2020,2102
2020,2071
2021,1095
2021,1833
2022,1926
2022,2102
2022,2071
2022,2091
2022,1823
2023,770
2023,1833
2023,794
2023,858
2023,1615
2024,1921
2024,1818
2024,1611
2024,1707
2025,2055
2025,2071
2026,1874
2026,1015
2026,1959
2026,1595
2026,1678
2027,1889
2027,2081
2027,2051
2027,2102
2027,1879
2027,2071
2027,1948
2028,2102
2028,2071
2029,1843
2030,1830
2030,1980
2031,1649
2031,1881
2033,2080
2033,1521
2033,2066
2033,1396
2033,2102
2033,2072
2033,1865
2034,885
2034,1837
2035,1427
2036,1840
2036,2080
2036,2066
2036,2071
2038,1786
2039,1110
2040,2071
2041,2102
2042,1659
2043,1605
2043,1850
2044,1456
2044,1863
2044,987
2045,2097
2045,1870
2047,1829
2049,1825
2049,2082
2051,1265
2051,2081
2051,2067
2051,1605
2051,2071
2051,2027
2052,2079
2053,1566
2055,2102
2055,2071
2055,2025
2056,2102
2056,2071
2057,1491
2057,2084
2057,1246
2057,1871
2057,2095
2060,1869
2062,2102
2063,2102
2063,2071
2063,2079
2064,1569
2064,1848
2064,1469
2065,2102
2065,2071
2065,1453
2065,1181
2066,2080
2066,801
2066,2033
2066,2036
2066,2071
2066,2087
2066,1913
2066,1865
2067,1440
2067,2081
2067,2051
2067,2102
2067,2071
2067,2088
2067,1305
2067,1070
2068,2081
2068,2102
2068,2071
2070,1879
2071,1666
2071,1859
2071,2051
2071,1926
2071,1863
2071,2055
2071,2056
2071,1418
2071,1867
2071,2063
2071,1040
2071,2065
2071,2066
2071,2067
2071,2068
2071,1879
2071,1181
2071,1183
2071,1823
2071,2079
2071,2080
2071,2081
2071,2020
2071,2022
2071,2087
2071,2025
2071,1642
2071,2027
2071,2028
2071,1453
2071,1265
2071,1522
2071,1908
2071,2036
2071,2102
2071,2040
2071,1913
2071,955
2071,1916
2071,831
2072,2017
2072,2033
2072,1396
2073,2081
2073,1878
2073,2102
2073,1838
2074,2017
2076,2017
2078,2079
2079,1026
2079,2052
2079,2102
2079,2071
2079,2078
2079,2063
2080,1440
2080,2017
2080,1411
2080,2087
2080,1865
2080,1840
2080,2033
2080,2066
2080,818
2080,1107
2080,2036
2080,1620
2080,2102
2080,2071
2080,926
2081,2051
2081,2067
2081,1908
2081,2068
2081,2102
2081,2071
2081,2073
2081,2027
2082,1825
2082,2049
2082,1962
2082,1535
2084,1491
2084,2057
2084,2095
2087,2080
2087,2017
2087,2066
2087,982
2087,2071
2087,1913
2087,926
2087,1823
2088,1440
2088,2067
2089,994
2090,2017
2090,2102
2091,2022
2092,2095
2094,2102
2095,1491
2095,2084
2095,2057
2095,2092
2095,1503
2095,1871
2097,2099
2097,2045
2097,1870
2098,899
2098,2099
2098,1818
2099,2097
2099,2098
2099,1140
2099,1428
2099,1624
2099,1870
2101,1441
2101,1635
2101,2102
2102,1859
2102,1860
2102,1863
2102,2055
2102,2056
2102,1865
2102,1418
2102,1867
2102,2062
2102,2063
2102,976
2102,2065
2102,2067
2102,2068
2102,1878
2102,2071
2102,2073
2102,1819
2102,2079
2102,2080
2102,1441
2102,2017
2102,2081
2102,1635
2102,1827
2102,2020
2102,1061
2102,2022
2102,2090
2102,1834
2102,2027
2102,2028
2102,1452
2102,1838
2102,2094
2102,2033
2102,818
2102,1522
2102,1523
2102,1844
2102,2101
2102,2041
